t0_date,p0_date,event,duration_days,potential_followup_days,p1_date
2017-11-30,2017-11-24,0,320.991782,320.991782,
2017-08-30,2017-08-25,0,412.918403,412.918403,
2017-08-04,2017-07-13,0,439.128796,439.128796,
2018-01-04,2017-12-11,0,285.753924,285.753924,
2018-02-19,2018-01-30,0,239.967361,239.967361,
2018-03-02,2018-02-15,0,228.73015,228.73015,
2017-06-06,2017-05-24,1,132.271366,498.370012,2017-10-16
2018-03-12,2018-02-28,0,219.067836,219.067836,
2017-09-13,2017-08-26,0,398.82691,398.82691,
2018-03-22,2018-03-04,0,209.001944,209.001944,
2017-07-04,2017-06-23,0,470.046227,470.046227,
2017-12-06,2017-11-30,0,314.859942,314.859942,
2018-03-03,2018-02-22,0,228.098611,228.098611,
2017-12-21,2017-12-18,0,299.980579,299.980579,
2018-04-04,2018-03-24,0,195.940127,195.940127,
2018-04-18,2018-04-03,0,181.862338,181.862338,
2018-03-07,2018-02-15,0,223.91919,223.91919,
2017-09-14,2017-09-06,0,397.907986,397.907986,
2017-10-25,2017-10-21,0,356.94566,356.94566,
2017-07-01,2017-06-25,0,473.412488,473.412488,
2017-10-11,2017-10-03,0,370.815127,370.815127,
2017-05-16,2017-04-28,0,519.114213,519.114213,
2017-11-08,2017-10-27,1,271.218958,343.063669,2018-08-06
2018-01-22,2018-01-13,0,267.88066,267.88066,
2017-03-01,2017-02-14,0,595.310486,595.310486,
2018-03-20,2018-03-11,0,210.832049,210.832049,
2017-07-19,2017-07-11,1,333.790012,454.818414,2018-06-18
2017-05-07,2017-04-22,0,528.242431,528.242431,
2017-02-20,2017-01-31,0,604.122998,604.122998,
2017-03-01,2017-02-19,0,595.181366,595.181366,
2018-04-18,2018-04-12,0,182.037199,182.037199,
2018-01-23,2018-01-18,0,267.082512,267.082512,
2018-03-09,2018-02-26,0,222.694306,222.694306,
2018-01-22,2018-01-14,0,268.060162,268.060162,
2018-02-27,2018-02-17,0,231.863646,231.863646,
2017-11-06,2017-10-29,0,345.038067,345.038067,
2017-05-30,2017-05-10,1,437.16309,505.324884,2018-08-10
2018-01-03,2017-11-26,0,287.004363,287.004363,
2018-03-08,2018-03-06,0,223.184259,223.184259,
2017-08-25,2017-08-16,0,417.798958,417.798958,
2017-10-23,2017-10-15,0,358.820613,358.820613,
2017-08-31,2017-08-19,0,411.980961,411.980961,
2018-02-15,2018-01-30,0,243.995949,243.995949,
2017-12-19,2017-11-20,0,301.942442,301.942442,
2017-12-14,2017-12-05,0,306.926748,306.926748,
2016-10-24,2016-10-06,0,722.857419,722.857419,
2018-02-15,2018-01-25,0,243.907824,243.907824,
2017-12-21,2017-12-14,0,300.195451,300.195451,
2018-02-28,2018-02-03,0,231.339167,231.339167,
2018-02-19,2018-02-08,0,239.845289,239.845289,
2017-05-10,2017-04-26,0,525.337164,525.337164,
2018-03-20,2018-02-25,0,211.726782,211.726782,
2017-07-28,2017-07-19,1,221.9914,445.87265,2018-03-07
2017-07-04,2017-06-28,0,470.054097,470.054097,
2018-01-26,2018-01-22,0,263.90103,263.90103,
2018-02-08,2018-01-28,0,250.922674,250.922674,
2017-06-09,2017-05-29,1,321.979259,495.171088,2018-04-27
2017-11-09,2017-09-21,0,341.980046,341.980046,
2017-09-05,2017-08-24,0,407.175231,407.175231,
2017-08-11,2017-08-02,0,431.946088,431.946088,
2017-11-17,2017-11-09,0,333.910914,333.910914,
2017-05-29,2017-05-18,0,506.309537,506.309537,
2017-10-12,2017-10-01,0,370.005174,370.005174,
2017-12-17,2017-11-28,0,304.176227,304.176227,
2018-01-30,2018-01-18,0,260.19963,260.19963,
2017-12-19,2017-11-30,0,302.199815,302.199815,
2017-05-15,2017-05-09,0,520.337269,520.337269,
2017-11-03,2017-10-23,0,347.935023,347.935023,
2018-02-22,2018-02-11,0,236.773912,236.773912,
2017-10-17,2017-10-14,0,364.81985,364.81985,
2018-02-16,2018-01-11,0,242.741782,242.741782,
2018-04-02,2018-03-05,0,197.987315,197.987315,
2018-03-02,2018-02-26,0,229.063634,229.063634,
2017-12-30,2017-12-26,0,291.073206,291.073206,
2017-08-28,2017-08-15,0,415.022616,415.022616,
2017-11-26,2017-11-21,0,324.989803,324.989803,
2017-04-27,2017-04-13,0,538.137882,538.137882,
2017-04-13,2017-04-09,0,552.025683,552.025683,
2017-04-18,2017-03-23,0,547.130012,547.130012,
2018-03-29,2018-03-08,0,202.658773,202.658773,
2017-12-27,2017-12-18,0,294.13228,294.13228,
2017-08-11,2017-07-27,0,431.933461,431.933461,
2017-04-06,2017-03-29,1,71.876146,559.205069,2017-06-17
2018-04-10,2018-03-31,0,190.158553,190.158553,
2017-07-03,2017-06-17,0,471.043333,471.043333,
2017-04-10,2017-03-27,0,555.272731,555.272731,
2017-12-20,2017-12-13,1,128.800949,301.038356,2018-04-28
2018-03-12,2018-02-24,0,219.044294,219.044294,
2017-05-15,2017-04-20,0,520.235046,520.235046,
2017-09-19,2017-08-21,0,392.943125,392.943125,
2017-07-28,2017-07-09,0,446.154444,446.154444,
2018-03-13,2018-02-20,0,217.755775,217.755775,
2017-09-26,2017-09-21,1,3.079722,386.126852,2017-09-29
2018-01-18,2018-01-12,0,271.848426,271.848426,
2017-04-19,2017-03-31,0,546.087269,546.087269,
2017-05-09,2017-04-20,0,526.369583,526.369583,
2017-05-29,2017-05-22,1,235.298125,506.403252,2018-01-19
2017-12-29,2017-12-26,0,292.091424,292.091424,
2017-05-15,2017-05-11,0,520.224803,520.224803,
2017-09-23,2017-09-19,0,389.306366,389.306366,
2017-10-27,2017-10-17,0,355.122928,355.122928,
2017-10-24,2017-10-09,0,357.89647,357.89647,
2017-05-09,2017-04-25,0,526.318484,526.318484,
2017-11-01,2017-10-25,0,349.860289,349.860289,
2017-05-12,2017-05-01,0,522.95522,522.95522,
2018-02-23,2018-02-12,0,235.979769,235.979769,
2017-06-01,2017-05-23,0,503.223854,503.223854,
2017-05-02,2017-04-26,0,532.991748,532.991748,
2018-02-24,2018-01-29,0,235.672731,235.672731,
2017-12-22,2017-12-04,0,298.872245,298.872245,
2018-03-07,2018-01-30,0,223.998009,223.998009,
2017-03-03,2017-03-01,0,593.219514,593.219514,
2017-12-27,2017-10-22,0,293.849537,293.849537,
2017-12-21,2017-12-07,0,300.63691,300.63691,
2017-05-27,2017-05-25,0,508.424838,508.424838,
2017-03-28,2017-03-23,1,13.554641,567.932106,2017-04-11
2018-01-17,2018-01-08,0,272.934699,272.934699,
2018-02-06,2018-02-04,0,252.75522,252.75522,
2017-11-15,2017-11-11,0,336.191412,336.191412,
2018-04-12,2018-03-30,0,187.825637,187.825637,
2017-12-21,2017-12-03,0,299.759248,299.759248,
2017-09-05,2017-08-25,0,406.814282,406.814282,
2018-02-07,2018-01-21,0,251.835579,251.835579,
2017-05-19,2017-05-08,0,516.065637,516.065637,
2017-08-07,2017-08-01,0,435.969676,435.969676,
2017-01-24,2017-01-17,0,631.094641,631.094641,
2017-07-03,2017-06-29,0,471.134549,471.134549,
2017-06-19,2017-06-08,0,484.833796,484.833796,
2017-12-20,2017-11-24,0,300.817072,300.817072,
2018-03-01,2018-02-22,0,230.035046,230.035046,
2017-12-12,2017-11-14,0,309.059201,309.059201,
2017-08-02,2017-07-12,0,441.025868,441.025868,
2017-10-25,2017-10-03,0,356.760995,356.760995,
2017-11-27,2017-11-16,0,323.821632,323.821632,
2017-12-04,2017-11-24,0,316.976944,316.976944,
2017-04-03,2017-03-22,0,562.107326,562.107326,
2017-01-19,2017-01-11,0,636.033877,636.033877,
2018-01-16,2017-12-19,0,273.962975,273.962975,
2018-03-21,2018-02-24,0,209.910891,209.910891,
2018-03-26,2018-03-06,0,204.871782,204.871782,
2018-04-19,2018-03-31,0,181.709502,181.709502,
2017-12-15,2017-12-05,0,305.862037,305.862037,
2017-09-29,2017-09-18,0,383.266111,383.266111,
2017-02-07,2017-01-30,0,616.877049,616.877049,
2018-04-02,2018-03-24,0,197.88456,197.88456,
2017-05-18,2017-05-08,0,517.339502,517.339502,
2018-03-20,2018-03-05,0,210.741539,210.741539,
2017-12-28,2017-12-10,0,293.097697,293.097697,
2017-07-18,2017-07-09,0,455.979653,455.979653,
2018-01-22,2018-01-10,0,267.896782,267.896782,
2018-01-11,2017-12-08,0,278.959491,278.959491,
2017-07-17,2017-07-08,0,457.047338,457.047338,
2018-03-22,2018-03-06,0,209.026447,209.026447,
2017-12-14,2017-12-07,0,306.908241,306.908241,
2018-02-09,2018-01-20,0,250.682824,250.682824,
2017-12-26,2017-11-25,0,294.825544,294.825544,
2017-06-19,2017-06-03,0,484.900394,484.900394,
2017-09-05,2017-08-28,0,406.796944,406.796944,
2017-12-27,2017-12-08,0,293.858507,293.858507,
2017-08-30,2017-08-24,0,412.922234,412.922234,
2018-01-04,2017-12-13,0,286.122859,286.122859,
2018-03-23,2018-02-22,0,207.913681,207.913681,
2018-02-08,2018-02-02,0,250.963796,250.963796,
2017-06-16,2017-06-02,0,488.156042,488.156042,
2017-06-22,2017-05-31,0,482.122025,482.122025,
2018-04-09,2018-04-05,0,191.052269,191.052269,
2017-06-05,2017-05-18,0,499.206528,499.206528,
2018-04-09,2018-04-02,0,190.828843,190.828843,
2017-02-01,2017-01-17,0,623.036713,623.036713,
2017-05-12,2017-04-20,0,523.198275,523.198275,
2017-12-01,2017-11-26,0,319.994144,319.994144,
2017-06-02,2017-05-13,0,502.125984,502.125984,
2018-03-14,2018-02-24,0,216.838646,216.838646,
2017-05-25,2017-05-22,0,509.969491,509.969491,
2017-10-25,2017-10-18,0,356.886424,356.886424,
2018-03-23,2018-02-26,0,208.610475,208.610475,
2017-07-30,2017-07-18,0,444.168368,444.168368,
2018-04-13,2018-04-09,0,186.84912,186.84912,
2017-07-03,2017-06-28,0,471.047905,471.047905,
2017-05-13,2017-05-08,0,522.255301,522.255301,
2018-01-16,2017-12-03,0,274.23213,274.23213,
2017-10-19,2017-10-02,0,363.037257,363.037257,
2017-12-13,2017-11-28,0,307.890521,307.890521,
2018-04-18,2018-04-03,0,182.030174,182.030174,
2017-10-16,2017-10-02,0,365.745035,365.745035,
2017-08-30,2017-08-28,0,413.01184,413.01184,
2018-01-10,2018-01-02,0,279.910509,279.910509,
2017-08-24,2017-08-12,0,419.011875,419.011875,
2017-04-26,2017-04-14,0,539.213218,539.213218,
2017-03-09,2017-02-26,0,587.522546,587.522546,
2017-12-26,2017-12-16,0,295.055231,295.055231,
2017-11-01,2017-10-26,0,350.014144,350.014144,
2017-08-15,2017-08-10,0,428.194919,428.194919,
2018-04-04,2018-03-19,0,196.695729,196.695729,
2018-01-11,2018-01-02,0,279.042581,279.042581,
2018-01-25,2017-12-17,0,264.766875,264.766875,
2018-03-01,2018-02-09,0,230.237188,230.237188,
2017-07-17,2017-06-27,0,457.080995,457.080995,
2018-04-17,2018-04-10,0,183.02235,183.02235,
2018-02-27,2018-02-19,1,115.57044,232.670255,2018-06-22
2017-10-04,2017-09-15,0,377.949919,377.949919,
2017-10-11,2017-10-04,0,371.011736,371.011736,
2018-03-05,2018-02-19,0,226.038924,226.038924,
2017-11-10,2017-10-22,0,340.849028,340.849028,
2017-12-15,2017-11-19,0,306.013356,306.013356,
2017-08-10,2017-07-30,1,368.103171,432.833495,2018-08-13
2017-03-16,2017-03-07,0,580.220069,580.220069,
2017-09-12,2017-09-03,0,399.91978,399.91978,
2017-06-02,2017-05-06,0,501.991806,501.991806,
2017-11-27,2017-11-09,0,323.890625,323.890625,
2018-02-06,2018-01-11,0,252.789745,252.789745,
2017-09-27,2017-09-18,0,384.95875,384.95875,
2018-01-16,2018-01-02,0,273.748171,273.748171,
2017-05-30,2017-05-19,0,505.099803,505.099803,
2018-03-11,2018-01-31,0,219.905417,219.905417,
2017-05-13,2017-05-11,0,522.373519,522.373519,
2017-10-18,2017-10-11,0,364.152882,364.152882,
2017-09-25,2017-09-14,0,386.949861,386.949861,
2018-04-17,2018-04-15,0,182.751262,182.751262,
2018-03-06,2018-02-19,0,225.037072,225.037072,
2017-12-27,2017-11-28,0,293.824248,293.824248,
2017-05-11,2017-05-01,0,524.296736,524.296736,
2017-12-13,2017-12-05,0,308.636007,308.636007,
2018-01-29,2018-01-22,0,260.950394,260.950394,
2017-11-28,2017-11-17,0,322.820394,322.820394,
2017-08-23,2017-08-15,0,419.932951,419.932951,
2018-03-29,2018-03-19,0,201.847546,201.847546,
2016-10-19,2016-10-09,0,727.93375,727.93375,
2017-05-29,2017-05-17,0,506.254572,506.254572,
2017-11-14,2017-10-27,0,336.813669,336.813669,
2017-12-01,2017-11-27,0,319.991215,319.991215,
2017-11-08,2017-10-25,0,342.883866,342.883866,
2018-02-16,2018-02-13,0,242.967546,242.967546,
2017-04-05,2017-03-13,0,560.221736,560.221736,
2017-09-13,2017-08-31,0,398.928171,398.928171,
2018-03-06,2018-02-21,0,225.028877,225.028877,
2017-12-15,2017-12-01,0,305.750382,305.750382,
2018-04-19,2018-03-31,0,180.894421,180.894421,
2017-12-11,2017-12-06,0,309.981296,309.981296,
2017-04-28,2017-03-29,0,537.328924,537.328924,
2017-11-23,2017-11-07,0,328.200428,328.200428,
2018-02-27,2018-02-20,0,232.049398,232.049398,
2018-04-09,2018-04-05,0,190.762685,190.762685,
2017-08-22,2017-08-11,0,420.911806,420.911806,
2017-03-23,2017-03-18,0,572.9789,572.9789,
2018-01-17,2018-01-11,0,272.952894,272.952894,
2017-09-22,2017-09-02,0,390.032882,390.032882,
2017-11-07,2017-10-23,0,343.785856,343.785856,
2017-07-31,2017-07-06,0,442.864271,442.864271,
2017-12-26,2017-12-16,0,295.081238,295.081238,
2017-08-29,2017-08-22,0,413.84419,413.84419,
2017-06-26,2017-06-15,0,478.111597,478.111597,
2017-02-14,2017-02-08,0,610.412454,610.412454,
2017-08-01,2017-07-25,0,442.015544,442.015544,
2017-09-30,2017-09-24,0,382.046771,382.046771,
2018-02-14,2018-02-03,0,244.808032,244.808032,
2017-02-23,2017-02-08,0,601.122778,601.122778,
2017-12-05,2017-12-01,0,315.797361,315.797361,
2018-04-20,2018-04-04,0,180.261806,180.261806,
2018-02-23,2018-01-25,0,235.928102,235.928102,
2017-09-19,2017-09-01,0,393.020903,393.020903,
2017-12-06,2017-11-21,0,314.96625,314.96625,
2017-08-03,2017-07-23,0,439.991204,439.991204,
2017-12-06,2017-11-24,0,314.921736,314.921736,
2018-01-11,2017-12-28,0,279.005463,279.005463,
2018-02-14,2018-02-05,0,245.132789,245.132789,
2018-03-27,2018-03-12,0,203.9014,203.9014,
2018-02-23,2018-02-18,0,235.846227,235.846227,
2017-03-16,2017-03-06,0,580.198356,580.198356,
2017-07-11,2017-06-26,0,462.914167,462.914167,
2018-03-10,2018-02-26,0,221.672488,221.672488,
2017-08-21,2017-08-09,0,422.087037,422.087037,
2017-09-01,2017-08-30,0,411.213657,411.213657,
2018-02-20,2018-02-02,0,238.744051,238.744051,
2018-02-10,2018-02-02,0,249.058866,249.058866,
2017-10-10,2017-09-30,0,371.902604,371.902604,
2017-09-19,2017-09-05,0,392.873056,392.873056,
2018-04-16,2018-04-03,0,183.866991,183.866991,
2018-04-03,2018-03-20,0,197.724838,197.724838,
2018-03-14,2018-02-16,0,216.873252,216.873252,
2017-06-19,2017-05-25,0,484.990938,484.990938,
2017-01-16,2017-01-05,0,639.074178,639.074178,
2018-03-09,2018-01-23,0,222.637292,222.637292,
2018-02-19,2018-02-03,0,239.847998,239.847998,
2017-11-27,2017-11-23,1,1.565706,323.953553,2017-11-29
2017-03-21,2017-03-15,0,575.165498,575.165498,
2017-05-29,2017-05-24,0,506.195972,506.195972,
2018-02-20,2018-02-02,0,239.005648,239.005648,
2018-01-18,2018-01-15,0,271.732234,271.732234,
2017-11-03,2017-10-25,0,347.81985,347.81985,
2018-01-17,2018-01-05,0,273.00338,273.00338,
2017-05-26,2017-05-17,0,509.30713,509.30713,
2017-08-04,2017-07-19,0,439.084051,439.084051,
2018-03-20,2018-03-16,0,210.797766,210.797766,
2017-12-29,2017-12-14,0,291.865775,291.865775,
2017-12-14,2017-11-25,0,306.797477,306.797477,
2018-01-12,2017-12-18,0,277.880208,277.880208,
2018-01-13,2018-01-09,0,277.632963,277.632963,
2017-06-19,2017-06-13,0,484.857315,484.857315,
2018-01-03,2017-12-28,0,286.93485,286.93485,
2017-09-25,2017-09-11,0,386.973993,386.973993,
2018-01-16,2018-01-02,0,274.077488,274.077488,
2017-06-16,2017-06-08,0,488.399861,488.399861,
2017-02-20,2017-02-09,0,604.235023,604.235023,
2017-11-13,2017-11-02,0,337.91772,337.91772,
2017-09-05,2017-08-31,0,406.78985,406.78985,
2017-06-07,2017-05-31,0,496.974641,496.974641,
2017-09-25,2017-09-17,0,386.911319,386.911319,
2018-03-06,2018-02-18,0,225.007697,225.007697,
2017-08-22,2017-08-09,0,420.864433,420.864433,
2017-09-11,2017-08-19,0,400.873854,400.873854,
2018-01-16,2017-12-02,0,274.23441,274.23441,
2017-09-11,2017-08-17,0,400.863102,400.863102,
2017-09-18,2017-09-12,0,393.873553,393.873553,
2017-05-08,2017-05-03,0,526.817049,526.817049,
2018-01-29,2018-01-19,0,261.001123,261.001123,
2017-09-19,2017-08-15,0,393.116678,393.116678,
2017-10-17,2017-10-09,0,364.985093,364.985093,
2018-02-01,2018-01-25,0,258.025602,258.025602,
2018-01-06,2017-12-08,0,284.281921,284.281921,
2018-02-27,2018-02-25,0,231.979271,231.979271,
2017-09-23,2017-08-24,0,389.13022,389.13022,
2017-12-22,2017-12-20,0,298.776748,298.776748,
2017-09-01,2017-08-30,0,410.9661,410.9661,
2017-12-12,2017-12-02,0,309.085023,309.085023,
2017-05-22,2017-05-13,0,513.350799,513.350799,
2017-12-21,2017-11-23,0,299.883762,299.883762,
2017-06-07,2017-05-27,0,497.111019,497.111019,
2017-12-08,2017-11-24,0,312.883287,312.883287,
2017-09-13,2017-09-02,0,398.937824,398.937824,
2017-02-17,2017-02-08,0,606.948194,606.948194,
2018-03-28,2018-03-17,0,202.848345,202.848345,
2018-04-03,2018-03-02,0,196.890035,196.890035,
2018-03-27,2018-03-16,0,204.453889,204.453889,
2017-10-17,2017-10-09,0,364.921574,364.921574,
2017-06-21,2017-06-04,0,483.039688,483.039688,
2017-02-20,2017-01-31,0,604.091111,604.091111,
2017-12-12,2017-11-27,0,309.031725,309.031725,
2017-12-15,2017-12-08,0,305.779572,305.779572,
2017-12-05,2017-11-17,0,315.778866,315.778866,
2017-05-22,2017-05-19,0,513.309699,513.309699,
2017-05-19,2017-05-12,0,516.209931,516.209931,
2017-06-13,2017-05-28,0,491.115532,491.115532,
2018-02-22,2018-01-22,0,237.370486,237.370486,
2017-03-28,2017-03-12,0,568.184051,568.184051,
2018-01-24,2018-01-18,0,266.216111,266.216111,
2017-06-26,2017-06-19,0,478.183924,478.183924,
2018-02-22,2018-02-12,0,237.191991,237.191991,
2017-08-04,2017-07-24,0,438.814884,438.814884,
2018-03-07,2018-02-26,0,223.975139,223.975139,
2017-02-16,2017-02-07,0,608.045498,608.045498,
2017-03-22,2017-03-04,0,574.160891,574.160891,
2018-03-17,2018-02-27,0,214.724931,214.724931,
2018-01-12,2017-12-29,0,277.838148,277.838148,
2017-12-11,2017-11-15,0,309.750995,309.750995,
2018-03-26,2018-03-09,0,204.959479,204.959479,
2017-03-02,2017-02-22,0,594.139769,594.139769,
2017-09-11,2017-08-19,0,400.80022,400.80022,
2017-11-10,2017-11-05,0,340.835729,340.835729,
2017-11-24,2017-11-03,0,326.891157,326.891157,
2018-03-29,2018-03-12,0,201.871551,201.871551,
2018-03-19,2018-03-03,0,211.866389,211.866389,
2018-01-30,2018-01-24,1,113.827234,259.898519,2018-05-24
2017-08-14,2017-07-20,0,429.178264,429.178264,
2018-03-09,2018-02-24,0,222.137373,222.137373,
2018-01-26,2018-01-16,0,264.224537,264.224537,
2018-01-10,2017-12-27,0,279.88875,279.88875,
2018-02-27,2018-02-17,0,232.00934,232.00934,
2017-07-28,2017-07-12,0,445.901574,445.901574,
2018-04-13,2018-04-09,0,186.873542,186.873542,
2018-01-23,2017-12-26,0,266.750451,266.750451,
2018-03-21,2018-03-16,0,209.757431,209.757431,
2018-03-11,2018-02-28,0,220.116574,220.116574,
2017-07-24,2017-06-28,0,450.13522,450.13522,
2017-08-10,2017-08-01,0,432.866238,432.866238,
2018-01-05,2017-12-28,0,284.869803,284.869803,
2018-02-01,2018-01-25,0,257.731389,257.731389,
2018-02-16,2018-02-04,0,242.794282,242.794282,
2017-08-24,2017-08-15,0,418.940961,418.940961,
2017-12-05,2017-11-27,0,316.15375,316.15375,
2018-04-02,2018-03-16,0,198.029641,198.029641,
2017-02-17,2017-02-12,0,607.095718,607.095718,
2017-03-24,2017-03-20,0,572.216933,572.216933,
2017-10-13,2017-10-04,0,368.847789,368.847789,
2018-01-11,2018-01-05,0,279.128692,279.128692,
2017-07-26,2017-07-12,1,119.946771,448.047049,2017-11-23
2017-10-09,2017-09-04,0,372.876539,372.876539,
2018-01-08,2018-01-03,0,282.15985,282.15985,
2018-02-23,2018-02-20,0,236.001574,236.001574,
2017-11-28,2017-11-15,0,322.945648,322.945648,
2017-03-29,2017-03-19,0,567.221759,567.221759,
2017-12-05,2017-12-01,0,315.950567,315.950567,
2017-02-24,2017-02-13,0,600.358738,600.358738,
2017-07-31,2017-07-22,0,443.150891,443.150891,
2017-02-24,2017-02-14,1,102.843218,600.559236,2017-06-07
2018-01-27,2018-01-15,0,263.220498,263.220498,
2017-04-27,2017-04-12,0,538.34412,538.34412,
2017-10-03,2017-09-22,1,58.520278,378.784792,2017-12-01
2017-10-10,2017-09-26,0,372.062361,372.062361,
2017-06-28,2017-06-19,0,476.083646,476.083646,
2018-02-25,2018-02-04,0,233.8714,233.8714,
2018-03-12,2018-02-21,0,218.919062,218.919062,
2017-03-30,2017-03-15,0,566.02265,566.02265,
2018-02-22,2018-02-08,0,237.234549,237.234549,
2017-09-08,2017-08-27,0,403.962558,403.962558,
2017-12-09,2017-11-25,0,312.253009,312.253009,
2017-07-17,2017-07-10,0,456.972153,456.972153,
2018-02-20,2018-02-13,0,238.967512,238.967512,
2018-03-14,2018-02-28,0,216.966447,216.966447,
2017-08-16,2017-08-04,0,426.948715,426.948715,
2017-12-11,2017-11-29,0,309.99147,309.99147,
2017-12-01,2017-11-27,0,319.943032,319.943032,
2017-12-15,2017-11-24,0,305.774769,305.774769,
2017-05-04,2017-04-27,0,530.976632,530.976632,
2018-04-18,2018-04-06,0,181.893657,181.893657,
2017-10-26,2017-10-23,0,356.130764,356.130764,
2017-12-23,2017-12-05,0,298.259028,298.259028,
2017-09-01,2017-08-15,0,410.919086,410.919086,
2018-01-10,2018-01-02,0,280.651586,280.651586,
2018-03-24,2018-03-08,0,206.93015,206.93015,
2018-01-11,2018-01-06,0,278.869664,278.869664,
2017-08-19,2017-08-11,0,424.163194,424.163194,
2018-02-20,2018-02-13,0,238.747512,238.747512,
2017-03-21,2017-02-26,0,575.240521,575.240521,
2017-02-11,2017-01-24,0,613.480764,613.480764,
2017-09-19,2017-09-07,0,392.911481,392.911481,
2017-12-08,2017-11-24,0,312.878981,312.878981,
2017-12-29,2017-11-28,0,292.008021,292.008021,
2017-08-30,2017-08-14,0,412.74081,412.74081,
2017-08-23,2017-08-21,0,419.932002,419.932002,
2018-02-15,2017-11-29,0,243.765312,243.765312,
2017-08-02,2017-07-25,0,440.882315,440.882315,
2017-11-30,2017-10-17,0,320.851574,320.851574,
2017-09-19,2017-09-02,0,392.907905,392.907905,
2017-12-22,2017-12-15,0,299.668183,299.668183,
2018-04-18,2018-03-27,0,181.856146,181.856146,
2018-03-27,2018-03-20,0,203.901771,203.901771,
2017-12-21,2017-12-12,1,72.150475,299.970509,2018-03-03
2017-12-04,2017-12-01,0,316.873067,316.873067,
2018-03-27,2018-03-06,0,203.945498,203.945498,
2018-01-30,2017-12-05,0,259.982176,259.982176,
2017-10-16,2017-10-06,0,365.859745,365.859745,
2018-04-18,2018-04-16,0,182.044248,182.044248,
2017-05-06,2017-04-27,0,529.450058,529.450058,
2017-11-24,2017-11-11,0,326.738704,326.738704,
2018-03-21,2018-02-26,0,209.991354,209.991354,
2017-12-12,2017-11-24,0,308.789444,308.789444,
2018-04-04,2018-03-20,0,195.912593,195.912593,
2017-02-24,2017-02-16,0,600.282431,600.282431,
2018-03-27,2018-03-20,0,203.876169,203.876169,
2017-12-02,2017-11-24,0,319.141053,319.141053,
2017-08-03,2017-07-20,0,439.989699,439.989699,
2018-01-26,2018-01-18,0,263.884178,263.884178,
2017-03-06,2017-02-13,0,590.184826,590.184826,
2018-01-29,2018-01-06,0,260.855,260.855,
2017-08-12,2017-07-21,0,431.01419,431.01419,
2017-08-11,2017-08-06,0,431.950289,431.950289,
2018-03-08,2018-03-01,0,223.096076,223.096076,
2017-12-07,2017-11-26,0,313.89338,313.89338,
2018-01-15,2018-01-08,0,274.87603,274.87603,
2018-01-27,2018-01-18,0,263.266389,263.266389,
2017-05-31,2017-05-22,0,504.496007,504.496007,
2018-01-24,2018-01-10,0,265.907072,265.907072,
2017-07-27,2017-07-17,0,446.911319,446.911319,
2018-01-10,2017-11-28,0,279.813565,279.813565,
2017-08-09,2017-07-29,0,433.854572,433.854572,
2018-02-19,2018-02-05,0,239.758588,239.758588,
2018-03-17,2018-03-05,0,214.725255,214.725255,
2017-05-09,2017-04-28,0,525.972326,525.972326,
2017-12-02,2017-11-29,0,318.931389,318.931389,
2018-01-11,2018-01-03,0,278.921991,278.921991,
2017-10-19,2017-09-25,0,362.965556,362.965556,
2017-05-16,2017-05-11,0,519.133692,519.133692,
2018-02-22,2018-02-18,0,236.855185,236.855185,
2017-10-03,2017-09-23,0,379.016088,379.016088,
2017-10-10,2017-09-17,0,371.772535,371.772535,
2017-08-18,2017-08-13,0,424.957014,424.957014,
2017-03-23,2017-03-11,0,573.266771,573.266771,
2017-10-02,2017-09-26,1,29.790336,379.950394,2017-11-01
2017-12-11,2017-11-23,0,309.980116,309.980116,
2018-01-23,2018-01-14,0,266.99853,266.99853,
2017-12-05,2017-11-24,0,316.114005,316.114005,
2017-07-25,2017-07-13,0,448.945069,448.945069,
2017-08-04,2017-07-22,0,439.031458,439.031458,
2017-03-27,2017-03-20,0,569.143067,569.143067,
2017-12-20,2017-12-12,0,300.889317,300.889317,
2017-12-22,2017-12-11,0,298.858461,298.858461,
2017-05-08,2017-04-26,0,527.057836,527.057836,
2017-12-06,2017-11-26,0,315.679525,315.679525,
2018-02-05,2018-01-23,0,254.053426,254.053426,
2017-03-02,2017-02-18,0,594.068241,594.068241,
2017-03-08,2017-03-01,0,588.29463,588.29463,
2018-02-23,2018-02-06,0,235.731377,235.731377,
2017-10-19,2017-10-10,0,363.042454,363.042454,
2017-06-19,2017-06-08,0,484.836505,484.836505,
2018-04-19,2018-04-16,0,180.825255,180.825255,
2017-05-06,2017-04-10,0,529.241759,529.241759,
2017-09-21,2017-08-27,0,391.254178,391.254178,
2017-12-11,2017-11-26,0,309.906551,309.906551,
2017-05-19,2017-04-23,0,516.08772,516.08772,
2018-01-16,2018-01-03,0,273.866181,273.866181,
2017-09-29,2017-08-28,0,382.912894,382.912894,
2017-11-28,2017-11-05,0,323.017778,323.017778,
2017-05-05,2017-04-24,0,530.0539,530.0539,
2018-02-26,2018-02-19,0,232.925764,232.925764,
2017-09-21,2017-09-20,1,76.3186,391.092708,2017-12-06
2018-03-07,2018-03-06,0,223.983507,223.983507,
2018-02-14,2018-02-05,0,244.986968,244.986968,
2017-11-07,2017-10-20,0,343.998576,343.998576,
2017-11-07,2017-10-22,0,343.876991,343.876991,
2018-01-17,2018-01-05,0,272.877373,272.877373,
2017-07-13,2017-06-29,0,460.8214,460.8214,
