t0_date,p0_date,event,duration_days,potential_followup_days,p1_date
2018-04-12,2018-04-01,0,188.712188,188.712188,
2017-08-21,2017-08-09,0,422.005868,422.005868,
2017-05-12,2017-04-22,0,523.066875,523.066875,
2018-02-16,2018-01-28,0,242.994213,242.994213,
2018-03-05,2018-02-19,0,225.886273,225.886273,
2018-03-28,2018-03-24,0,202.737234,202.737234,
2018-02-28,2018-01-20,0,231.14272,231.14272,
2017-11-29,2017-11-11,0,322.057847,322.057847,
2017-05-10,2017-05-01,0,525.184155,525.184155,
2018-02-19,2018-01-30,1,174.790382,239.94059,2018-08-13
2018-01-26,2018-01-09,0,263.799549,263.799549,
2018-03-16,2018-03-07,0,215.0289,215.0289,
2017-08-21,2017-08-07,0,421.842766,421.842766,
2017-11-07,2017-10-31,0,343.92603,343.92603,
2018-03-15,2018-02-27,0,215.771829,215.771829,
2018-03-16,2018-03-08,0,215.666227,215.666227,
2017-05-31,2017-05-16,0,504.369618,504.369618,
2017-09-12,2017-07-17,0,399.855243,399.855243,
2017-12-14,2017-12-02,0,306.737164,306.737164,
2017-12-22,2017-11-25,0,298.829792,298.829792,
2018-01-12,2018-01-02,0,278.117002,278.117002,
2017-05-10,2017-05-01,0,525.214028,525.214028,
2017-11-27,2017-11-24,0,323.952269,323.952269,
2017-06-03,2017-05-24,0,501.334352,501.334352,
2017-11-29,2017-11-24,0,321.966157,321.966157,
2017-06-29,2017-06-13,0,475.21919,475.21919,
2018-03-09,2018-03-06,0,221.871435,221.871435,
2017-07-04,2017-06-28,0,470.075579,470.075579,
2017-09-19,2017-09-12,0,392.910775,392.910775,
2018-01-05,2017-12-06,0,284.980058,284.980058,
2018-02-23,2018-02-05,0,235.81838,235.81838,
2018-03-15,2018-03-11,0,215.908565,215.908565,
2017-09-29,2017-09-20,0,382.896192,382.896192,
2018-03-13,2018-03-07,0,217.985081,217.985081,
2017-05-12,2017-04-30,0,523.226157,523.226157,
2018-03-06,2018-03-04,0,224.847546,224.847546,
2017-02-15,2017-02-04,0,609.123727,609.123727,
2017-05-31,2017-04-29,0,504.158426,504.158426,
2018-01-26,2018-01-23,0,264.132778,264.132778,
2018-02-09,2018-01-30,0,250.040544,250.040544,
2017-08-24,2017-08-14,0,418.98765,418.98765,
2018-04-11,2018-03-20,0,188.903912,188.903912,
2018-04-06,2018-03-14,0,193.737396,193.737396,
2018-02-19,2018-02-01,0,239.807604,239.807604,
2017-05-05,2017-04-18,0,530.022569,530.022569,
2017-11-01,2017-10-23,0,349.943646,349.943646,
2017-10-10,2017-09-29,0,371.937928,371.937928,
2018-04-13,2018-03-10,0,187.238785,187.238785,
2017-12-08,2017-11-30,0,312.924456,312.924456,
2018-03-20,2018-03-03,0,210.821655,210.821655,
2018-01-24,2018-01-15,0,266.216343,266.216343,
2018-04-05,2018-03-27,0,195.008148,195.008148,
2017-05-11,2017-05-05,0,524.064306,524.064306,
2017-12-22,2017-12-18,0,299.03,299.03,
2017-09-27,2017-09-23,0,384.9725,384.9725,
2017-05-23,2017-05-02,0,512.189826,512.189826,
2018-01-13,2018-01-07,0,277.622963,277.622963,
2017-10-17,2017-10-09,0,365.112002,365.112002,
2017-10-26,2017-10-24,0,355.977072,355.977072,
2017-12-13,2017-12-01,0,307.74412,307.74412,
2017-06-26,2017-06-21,0,478.064468,478.064468,
2018-04-16,2018-03-17,0,183.796794,183.796794,
2018-01-09,2017-12-29,0,280.896863,280.896863,
2017-07-18,2017-07-07,0,455.847986,455.847986,
2017-07-13,2017-07-10,0,460.959086,460.959086,
2018-02-17,2018-01-20,0,242.177257,242.177257,
2018-01-16,2017-12-30,0,273.852153,273.852153,
2018-01-04,2017-12-28,0,286.045301,286.045301,
2018-03-14,2018-02-17,0,216.948426,216.948426,
2017-03-02,2017-02-20,0,594.160706,594.160706,
2018-03-08,2018-02-22,0,222.787384,222.787384,
2017-10-25,2017-10-17,0,356.934352,356.934352,
2018-03-01,2018-02-22,0,229.869815,229.869815,
2017-12-26,2017-11-24,0,294.938333,294.938333,
2018-03-06,2018-03-01,0,224.848345,224.848345,
2016-12-15,2016-10-06,0,671.162766,671.162766,
2018-02-28,2018-01-08,0,231.023958,231.023958,
2017-10-30,2017-10-19,0,352.178669,352.178669,
2017-12-13,2017-11-24,0,308.089375,308.089375,
2018-02-15,2018-01-10,0,243.799688,243.799688,
2017-10-05,2017-09-18,0,377.24772,377.24772,
2017-09-27,2017-09-21,0,385.040035,385.040035,
2017-12-17,2017-11-26,0,303.924664,303.924664,
2017-07-13,2017-06-14,0,460.835278,460.835278,
2017-07-10,2017-06-30,0,463.920498,463.920498,
2017-09-18,2017-08-25,0,393.764699,393.764699,
2018-03-15,2018-02-25,0,215.890208,215.890208,
2017-06-06,2017-06-01,0,498.128565,498.128565,
2017-12-23,2017-12-15,0,297.9436,297.9436,
2017-07-05,2017-06-24,0,469.159942,469.159942,
2018-01-10,2017-12-13,1,34.989884,280.303808,2018-02-14
2018-02-23,2018-02-20,0,235.792581,235.792581,
2017-11-28,2017-11-15,0,322.91412,322.91412,
2017-05-16,2017-05-09,0,519.21956,519.21956,
2017-11-16,2017-11-02,0,334.831933,334.831933,
2017-07-24,2017-07-05,0,450.109491,450.109491,
2018-02-19,2018-01-26,0,239.903715,239.903715,
2017-11-21,2017-11-07,0,329.769201,329.769201,
2017-06-28,2017-06-21,0,476.116725,476.116725,
2017-06-22,2017-06-03,0,481.967639,481.967639,
2017-11-17,2017-11-02,0,334.081933,334.081933,
2017-05-31,2017-05-15,0,504.244815,504.244815,
2017-08-28,2017-08-13,0,414.982199,414.982199,
2017-08-16,2017-08-10,0,427.149757,427.149757,
2018-04-03,2018-03-26,0,196.785509,196.785509,
2018-02-20,2018-02-15,0,238.938368,238.938368,
2017-05-31,2017-05-18,0,504.314317,504.314317,
2018-02-23,2018-01-22,0,235.959306,235.959306,
2017-07-26,2017-07-01,0,447.903322,447.903322,
2018-02-07,2018-01-26,0,252.067697,252.067697,
2017-08-25,2017-08-23,0,417.992766,417.992766,
2017-12-22,2017-12-08,0,299.066424,299.066424,
2017-06-03,2017-05-28,0,501.310023,501.310023,
2017-11-11,2017-11-02,0,340.045602,340.045602,
2018-02-27,2018-02-09,0,232.672118,232.672118,
2018-01-04,2017-12-26,0,286.125486,286.125486,
2018-04-13,2018-02-27,0,186.952454,186.952454,
2017-12-08,2017-12-07,0,313.036238,313.036238,
2018-03-20,2018-03-10,0,211.712211,211.712211,
2017-08-04,2017-07-30,0,438.963356,438.963356,
2018-04-03,2018-02-27,0,196.768218,196.768218,
2017-12-27,2017-12-20,0,293.844815,293.844815,
2017-09-15,2017-08-17,0,397.045544,397.045544,
2017-03-24,2017-03-20,0,572.277812,572.277812,
2017-05-18,2017-05-09,0,517.27515,517.27515,
2017-07-26,2017-07-01,0,447.969317,447.969317,
2017-11-13,2017-11-10,0,338.092037,338.092037,
2018-03-23,2018-03-05,0,207.970428,207.970428,
2018-04-05,2018-02-22,0,194.94169,194.94169,
2016-10-17,2016-10-05,0,730.029537,730.029537,
2017-09-12,2017-08-29,0,400.025289,400.025289,
2018-02-01,2018-01-08,0,257.814977,257.814977,
2018-01-23,2018-01-05,0,266.937847,266.937847,
2017-08-22,2017-08-14,0,420.906493,420.906493,
2018-03-26,2018-02-25,0,204.896748,204.896748,
2017-12-12,2017-12-05,0,308.751157,308.751157,
2018-01-10,2018-01-07,0,279.94125,279.94125,
2017-10-20,2017-10-10,0,362.240787,362.240787,
2017-12-18,2017-11-26,0,303.076748,303.076748,
2017-10-23,2017-10-16,0,359.008275,359.008275,
2017-11-06,2017-10-25,0,345.027141,345.027141,
2017-08-23,2017-08-19,0,419.970116,419.970116,
2017-05-23,2017-05-10,0,512.267616,512.267616,
2018-02-20,2018-01-21,0,238.817627,238.817627,
2018-01-06,2017-12-07,0,284.015787,284.015787,
2017-02-23,2017-02-20,0,601.204398,601.204398,
2017-03-31,2017-03-11,0,565.199306,565.199306,
2018-02-14,2018-01-22,0,244.963356,244.963356,
2017-04-04,2017-03-25,0,561.078704,561.078704,
2017-11-17,2017-11-02,0,333.869387,333.869387,
2017-05-10,2017-04-28,0,525.331829,525.331829,
2017-07-27,2017-07-24,0,447.17162,447.17162,
2018-02-15,2018-01-23,0,244.031111,244.031111,
2018-04-16,2018-04-11,0,183.897141,183.897141,
2018-04-10,2018-04-04,0,189.772153,189.772153,
2017-06-06,2017-05-28,0,498.367234,498.367234,
2017-07-10,2017-07-05,0,464.033067,464.033067,
2018-04-07,2018-03-28,0,193.2664,193.2664,
2017-08-02,2017-07-25,0,440.935509,440.935509,
2017-05-03,2017-04-15,0,532.107963,532.107963,
2017-11-17,2017-11-01,0,333.78853,333.78853,
2018-02-28,2018-02-03,0,230.848125,230.848125,
2017-09-12,2017-08-28,0,399.845,399.845,
2018-02-24,2018-02-13,0,235.044039,235.044039,
2018-04-18,2018-04-08,0,181.88044,181.88044,
2017-12-28,2017-11-26,0,293.08066,293.08066,
2017-07-04,2017-06-23,0,469.956759,469.956759,
2017-08-01,2017-07-20,0,441.91853,441.91853,
2017-10-27,2017-10-23,0,354.862998,354.862998,
2017-07-13,2017-06-26,0,460.926285,460.926285,
2018-03-05,2018-01-26,0,225.747859,225.747859,
2018-02-23,2018-02-17,0,235.855,235.855,
2017-03-28,2017-03-08,0,568.164803,568.164803,
2017-04-03,2017-03-21,0,562.112569,562.112569,
2017-08-10,2017-07-31,0,433.029618,433.029618,
2017-10-12,2017-09-25,0,370.073275,370.073275,
2017-12-21,2017-11-25,0,299.849653,299.849653,
2018-04-11,2018-04-04,0,189.00809,189.00809,
2018-02-27,2018-02-05,0,231.952627,231.952627,
2017-08-31,2017-08-28,0,412.026644,412.026644,
2018-01-23,2018-01-10,0,266.91419,266.91419,
2017-05-08,2017-04-28,0,527.226875,527.226875,
2017-02-13,2017-01-26,0,611.378657,611.378657,
2017-11-03,2017-10-25,0,347.950382,347.950382,
2018-02-06,2018-01-23,0,253.146875,253.146875,
2017-09-15,2017-09-12,0,396.912824,396.912824,
2018-02-15,2018-01-29,0,243.901562,243.901562,
2018-02-19,2018-02-10,0,239.880868,239.880868,
2018-02-19,2018-01-15,0,239.783484,239.783484,
2017-05-19,2017-04-19,0,516.065613,516.065613,
2017-09-24,2017-09-07,0,387.99338,387.99338,
2017-11-23,2017-11-12,0,327.757951,327.757951,
2017-10-09,2017-09-30,0,372.901007,372.901007,
2018-01-16,2018-01-07,0,273.997755,273.997755,
2018-03-27,2018-03-23,0,203.929387,203.929387,
2017-03-02,2017-02-18,0,594.02478,594.02478,
2018-04-12,2018-03-30,0,188.00728,188.00728,
2018-04-03,2018-04-01,0,197.080914,197.080914,
2017-08-28,2017-08-17,0,414.939167,414.939167,
2017-07-10,2017-07-04,0,463.971308,463.971308,
2017-11-27,2017-11-17,0,324.18338,324.18338,
2017-10-19,2017-10-14,0,362.974178,362.974178,
2017-05-04,2017-04-20,0,531.085243,531.085243,
2017-08-09,2017-07-27,0,433.810069,433.810069,
2017-10-10,2017-09-30,0,371.998218,371.998218,
2018-03-05,2018-02-18,0,226.053438,226.053438,
2017-03-13,2017-02-13,0,583.261169,583.261169,
2017-06-05,2017-05-25,0,499.216296,499.216296,
2017-11-23,2017-11-11,0,328.00235,328.00235,
2017-12-14,2017-11-29,0,307.001123,307.001123,
2018-02-16,2018-02-02,0,243.192836,243.192836,
2017-12-04,2017-11-28,0,316.872847,316.872847,
2017-11-08,2017-10-19,0,343.265602,343.265602,
2018-01-22,2017-12-04,0,268.031956,268.031956,
2017-12-19,2017-11-23,0,301.948403,301.948403,
2018-01-03,2017-12-04,0,286.838021,286.838021,
2018-02-20,2018-01-18,0,238.806539,238.806539,
2017-08-11,2017-07-27,0,431.909942,431.909942,
2017-12-17,2017-12-14,0,304.118924,304.118924,
2018-02-09,2018-01-26,0,250.014352,250.014352,
2018-03-26,2018-03-21,0,204.866308,204.866308,
2017-10-05,2017-09-17,0,377.121366,377.121366,
2017-12-13,2017-11-28,0,308.089213,308.089213,
2017-07-11,2017-07-02,0,462.83522,462.83522,
2017-12-15,2017-11-24,0,305.957037,305.957037,
2017-05-31,2017-05-23,0,504.355914,504.355914,
2018-01-24,2018-01-05,0,265.880255,265.880255,
2018-03-15,2018-02-26,0,215.991505,215.991505,
2017-08-03,2017-07-15,0,439.887234,439.887234,
2018-01-03,2017-12-22,0,286.95537,286.95537,
2018-02-01,2018-01-22,0,257.749086,257.749086,
2017-09-28,2017-09-04,0,384.067894,384.067894,
2018-02-19,2018-02-03,0,239.772928,239.772928,
2017-07-26,2017-07-12,0,447.880764,447.880764,
2017-10-03,2017-09-26,0,379.253773,379.253773,
2017-05-15,2017-05-08,0,520.075567,520.075567,
2018-02-09,2018-01-24,0,249.970278,249.970278,
2017-12-20,2017-11-24,0,300.939109,300.939109,
2018-02-28,2018-01-26,0,230.988484,230.988484,
2017-09-11,2017-08-30,0,400.974595,400.974595,
2017-12-08,2017-12-03,0,313.006181,313.006181,
2017-08-03,2017-07-22,0,439.967014,439.967014,
2017-08-31,2017-08-17,0,411.912917,411.912917,
2017-03-30,2017-03-23,0,566.134722,566.134722,
2018-03-14,2018-03-07,0,217.684954,217.684954,
2017-08-23,2017-08-20,0,419.814271,419.814271,
2018-03-26,2018-03-16,0,204.949988,204.949988,
2017-11-01,2017-10-21,0,350.137986,350.137986,
2018-02-27,2018-02-09,0,231.914861,231.914861,
2017-02-08,2017-01-31,0,615.792083,615.792083,
2017-05-15,2017-04-10,0,519.98434,519.98434,
2018-03-22,2018-03-19,0,208.806481,208.806481,
2018-02-14,2018-01-29,0,244.899572,244.899572,
2017-04-04,2017-03-21,0,561.12294,561.12294,
2017-11-21,2017-11-10,0,330.020868,330.020868,
2017-09-16,2017-08-24,0,396.091667,396.091667,
2017-12-05,2017-11-24,0,315.908692,315.908692,
2017-10-17,2017-10-10,0,364.815891,364.815891,
2017-12-16,2017-11-26,0,305.237581,305.237581,
2017-08-29,2017-08-15,0,413.869641,413.869641,
2017-05-22,2017-05-09,0,513.328866,513.328866,
2017-11-29,2017-11-14,0,321.94544,321.94544,
2017-11-21,2017-11-08,0,329.869294,329.869294,
2017-08-25,2017-08-16,0,417.927373,417.927373,
2017-09-19,2017-08-25,0,393.039896,393.039896,
2017-11-27,2017-11-22,0,324.154873,324.154873,
2018-04-17,2018-04-02,0,183.02338,183.02338,
2017-06-02,2017-04-13,0,502.408495,502.408495,
2017-12-12,2017-11-24,0,309.363032,309.363032,
2018-01-08,2017-11-27,0,281.823958,281.823958,
2017-08-17,2017-08-13,0,425.92919,425.92919,
2018-02-14,2018-01-30,0,244.952419,244.952419,
2018-01-31,2018-01-27,0,258.807685,258.807685,
2018-04-07,2018-04-02,0,193.121238,193.121238,
2018-04-11,2018-04-10,0,188.753194,188.753194,
2017-10-19,2017-10-15,0,362.863843,362.863843,
2018-03-27,2018-03-25,0,204.12191,204.12191,
2017-08-31,2017-08-23,0,411.876933,411.876933,
2017-06-26,2017-06-11,0,478.059502,478.059502,
2017-09-15,2017-08-21,0,396.856007,396.856007,
2017-06-19,2017-06-01,0,485.098333,485.098333,
2018-03-21,2018-03-11,0,210.689363,210.689363,
2017-09-06,2017-08-28,1,167.857025,405.911447,2018-02-21
2017-05-08,2017-04-24,0,527.403113,527.403113,
2018-02-19,2018-02-11,0,239.887963,239.887963,
2018-03-12,2018-02-28,0,219.11213,219.11213,
2017-03-22,2017-03-09,0,574.079155,574.079155,
2018-03-14,2018-02-10,0,216.785914,216.785914,
2018-03-26,2018-02-18,0,204.768275,204.768275,
2017-09-26,2017-09-14,0,385.851898,385.851898,
2018-04-10,2018-03-25,0,190.174363,190.174363,
2018-04-04,2018-03-17,0,196.025023,196.025023,
2017-11-22,2017-11-20,0,328.880775,328.880775,
2017-10-09,2017-09-22,0,372.927847,372.927847,
2018-01-23,2018-01-08,0,266.805706,266.805706,
2018-03-27,2018-03-13,0,203.97265,203.97265,
2018-03-07,2018-02-28,0,223.887812,223.887812,
2017-11-30,2017-11-24,0,320.994757,320.994757,
2017-02-10,2017-01-29,0,613.997153,613.997153,
2018-02-20,2018-02-10,0,238.806574,238.806574,
2018-04-09,2018-04-06,0,191.04331,191.04331,
2017-07-03,2017-06-26,0,471.154583,471.154583,
2017-08-01,2017-07-24,0,441.912928,441.912928,
2018-01-18,2018-01-05,0,272.71294,272.71294,
2017-03-27,2017-03-21,0,569.079271,569.079271,
2017-12-05,2017-11-26,0,316.028507,316.028507,
2017-09-18,2017-09-02,0,393.954942,393.954942,
2018-01-23,2018-01-17,0,266.771412,266.771412,
2018-02-01,2018-01-26,0,257.750475,257.750475,
2017-03-20,2017-03-14,1,21.005046,576.130764,2017-04-10
2018-03-09,2018-02-16,0,221.924815,221.924815,
2018-02-03,2018-01-28,0,256.132963,256.132963,
2017-08-21,2017-08-15,0,421.941852,421.941852,
2017-08-10,2017-08-04,0,432.921215,432.921215,
2017-11-16,2017-11-07,0,335.068507,335.068507,
2017-12-22,2017-12-02,0,298.889676,298.889676,
2018-01-15,2018-01-06,0,275.017083,275.017083,
2017-10-17,2017-10-08,0,365.011887,365.011887,
2018-01-26,2018-01-02,0,264.042373,264.042373,
2018-02-05,2018-01-31,0,253.839549,253.839549,
2018-01-03,2017-12-27,0,286.799248,286.799248,
2017-12-14,2017-12-12,0,306.896308,306.896308,
2018-01-18,2018-01-09,0,271.880926,271.880926,
2018-01-11,2017-12-04,0,278.787639,278.787639,
2018-02-01,2018-01-24,0,257.79235,257.79235,
2017-05-24,2017-05-19,0,511.064792,511.064792,
2017-03-14,2017-03-03,0,582.016181,582.016181,
2017-03-01,2017-02-23,0,595.175451,595.175451,
2017-05-22,2017-05-15,0,513.335197,513.335197,
2018-02-09,2018-01-28,0,249.883681,249.883681,
2018-01-20,2018-01-08,0,270.068819,270.068819,
2018-02-27,2018-02-09,0,231.925961,231.925961,
2017-05-26,2017-05-24,0,509.189803,509.189803,
2018-02-27,2018-02-16,0,232.034792,232.034792,
2017-08-14,2017-08-10,0,429.084826,429.084826,
2017-12-23,2017-12-08,0,298.146887,298.146887,
2017-04-18,2017-04-10,0,547.183611,547.183611,
2017-10-18,2017-10-12,0,363.79037,363.79037,
2018-01-03,2017-12-26,0,287.078264,287.078264,
2018-02-08,2018-01-12,0,250.867083,250.867083,
2017-12-15,2017-11-23,0,306.176863,306.176863,
2017-08-12,2017-07-28,0,431.017257,431.017257,
2017-08-31,2017-08-19,0,411.944537,411.944537,
2018-03-16,2018-02-25,0,214.77184,214.77184,
2018-04-18,2018-04-15,0,182.109502,182.109502,
2018-02-28,2018-02-05,0,231.21059,231.21059,
2018-04-03,2018-03-13,0,197.714873,197.714873,
2018-04-05,2018-02-12,0,195.713935,195.713935,
2017-08-28,2017-08-24,0,414.931447,414.931447,
2017-10-19,2017-10-12,0,363.18934,363.18934,
2017-01-17,2017-01-11,1,505.447188,638.293264,2018-06-06
2017-12-06,2017-11-27,0,315.057188,315.057188,
2017-08-10,2017-08-02,0,432.919965,432.919965,
2017-08-31,2017-08-22,0,411.880648,411.880648,
2018-02-09,2018-01-31,0,249.995451,249.995451,
2018-01-25,2018-01-08,0,265.035671,265.035671,
2017-12-30,2017-12-20,0,291.022002,291.022002,
2017-04-18,2017-04-11,0,547.222859,547.222859,
2017-12-05,2017-11-25,0,315.850231,315.850231,
2017-09-12,2017-09-06,0,400.216053,400.216053,
2017-04-07,2017-03-27,0,558.097454,558.097454,
2017-09-06,2017-09-01,1,124.175938,406.276181,2018-01-08
2017-04-10,2017-03-20,0,555.163866,555.163866,
2017-09-30,2017-09-21,0,382.212894,382.212894,
2018-02-15,2018-02-09,0,243.8211,243.8211,
2017-05-22,2017-05-19,0,513.328808,513.328808,
2017-04-04,2017-03-20,0,561.09912,561.09912,
2017-10-17,2017-10-03,0,364.87294,364.87294,
2018-02-26,2018-02-14,0,232.809225,232.809225,
2018-04-04,2018-03-30,0,195.985289,195.985289,
2017-10-22,2017-10-06,0,360.205938,360.205938,
2018-01-24,2018-01-16,0,265.991227,265.991227,
2017-11-21,2017-11-13,0,330.002245,330.002245,
2017-06-26,2017-05-31,0,478.032245,478.032245,
2018-01-29,2018-01-22,0,261.230127,261.230127,
2017-12-06,2017-11-30,0,314.820475,314.820475,
2018-04-14,2018-04-10,0,186.106528,186.106528,
2017-12-26,2017-12-07,1,20.167269,294.939722,2018-01-15
2017-05-15,2017-04-27,0,520.318368,520.318368,
2018-01-09,2018-01-01,0,280.809016,280.809016,
2017-02-17,2017-02-10,0,607.088681,607.088681,
2017-12-09,2017-11-19,0,312.044039,312.044039,
2017-08-17,2017-08-04,0,425.778102,425.778102,
2018-03-20,2018-03-13,0,210.939421,210.939421,
2017-09-18,2017-09-12,0,393.900544,393.900544,
2017-09-19,2017-08-24,0,393.025463,393.025463,
2018-04-18,2018-04-11,0,182.098356,182.098356,
2018-03-20,2018-03-08,0,210.921366,210.921366,
2017-12-09,2017-11-24,0,312.010995,312.010995,
2017-08-30,2017-08-24,0,412.805359,412.805359,
2017-03-15,2017-03-07,0,581.121655,581.121655,
2018-01-05,2017-12-10,0,285.133391,285.133391,
2017-10-02,2017-09-25,0,379.970556,379.970556,
2017-06-23,2017-06-18,0,481.181227,481.181227,
2017-08-08,2017-07-28,0,435.085127,435.085127,
2018-03-10,2018-03-06,0,221.009444,221.009444,
2018-01-16,2018-01-06,0,273.889641,273.889641,
2018-03-20,2018-02-25,1,28.237639,210.988414,2018-04-17
2018-01-24,2018-01-07,0,265.89375,265.89375,
2017-11-01,2017-10-10,0,349.886562,349.886562,
2018-03-08,2018-02-21,0,223.04206,223.04206,
2018-04-19,2018-04-08,0,181.706366,181.706366,
2017-12-21,2017-12-19,1,177.62544,299.831343,2018-06-17
2018-01-30,2018-01-16,0,260.181111,260.181111,
2017-07-05,2017-06-25,0,469.028287,469.028287,
2017-05-26,2017-05-18,0,509.148356,509.148356,
2018-02-15,2018-02-13,0,244.146759,244.146759,
2018-04-18,2018-04-16,0,182.059965,182.059965,
2017-11-11,2017-10-12,0,340.696192,340.696192,
2017-04-04,2017-03-23,0,561.147917,561.147917,
2017-07-07,2017-06-29,0,467.010046,467.010046,
2018-02-09,2018-01-26,0,250.076609,250.076609,
2018-02-10,2018-02-07,0,249.314988,249.314988,
2018-04-10,2018-04-02,0,190.067824,190.067824,
2017-10-18,2017-10-12,0,363.764907,363.764907,
2018-03-07,2018-02-19,0,223.887361,223.887361,
2017-10-03,2017-09-21,0,378.765255,378.765255,
2017-12-05,2017-11-18,0,315.889097,315.889097,
2017-03-27,2017-03-18,0,569.190475,569.190475,
2018-04-12,2018-03-24,0,188.126725,188.126725,
2017-08-16,2017-08-08,0,427.036412,427.036412,
2018-03-28,2018-03-19,0,203.14662,203.14662,
2018-03-13,2018-02-21,0,218.004572,218.004572,
2017-03-18,2017-03-08,0,578.339144,578.339144,
2018-01-06,2017-12-05,0,284.120058,284.120058,
2017-09-30,2017-09-07,0,382.058727,382.058727,
2017-11-30,2017-11-19,0,321.227477,321.227477,
2018-03-23,2018-03-16,0,207.981134,207.981134,
2017-12-04,2017-11-16,0,316.848808,316.848808,
2017-10-03,2017-09-25,0,378.960741,378.960741,
2018-04-17,2018-04-10,0,182.880579,182.880579,
2018-02-21,2018-02-04,0,237.813461,237.813461,
2018-03-29,2018-03-18,0,201.767199,201.767199,
2017-07-27,2017-07-14,0,446.951991,446.951991,
2018-03-19,2018-03-09,0,211.985081,211.985081,
2018-01-17,2018-01-16,0,273.017037,273.017037,
2017-12-22,2017-11-25,0,299.08081,299.08081,
2017-06-14,2017-05-26,0,490.115451,490.115451,
2017-10-06,2017-09-25,0,375.987708,375.987708,
2018-02-04,2018-02-01,0,254.94015,254.94015,
2017-11-23,2017-11-12,0,328.006215,328.006215,
2018-03-24,2018-03-17,0,207.108229,207.108229,
2018-04-19,2018-03-31,0,181.721366,181.721366,
2017-07-03,2017-06-06,0,471.356088,471.356088,
2017-12-28,2017-12-18,0,292.846956,292.846956,
2017-12-19,2017-11-24,0,301.855498,301.855498,
2018-01-29,2018-01-18,0,260.738461,260.738461,
2017-09-29,2017-09-12,0,383.05713,383.05713,
2018-03-08,2018-02-26,0,222.967824,222.967824,
2018-03-27,2018-03-09,0,204.710799,204.710799,
2017-12-11,2017-11-29,0,309.761053,309.761053,
2018-02-06,2018-01-22,0,252.941968,252.941968,
2018-02-16,2018-01-31,0,243.019201,243.019201,
2018-02-02,2018-01-11,0,256.988854,256.988854,
2017-07-21,2017-07-10,0,453.060648,453.060648,
2018-01-07,2017-12-26,0,283.028623,283.028623,
2018-04-18,2018-04-11,0,181.851238,181.851238,
2018-04-04,2018-03-19,0,196.147639,196.147639,
2018-02-20,2018-01-26,0,238.953866,238.953866,
2016-10-20,2016-10-08,0,726.845556,726.845556,
2017-12-12,2017-11-08,1,31.68772,309.005417,2018-01-13
2018-01-05,2017-12-15,0,284.863484,284.863484,
2018-04-17,2018-04-11,0,182.881644,182.881644,
2018-03-21,2018-02-26,0,209.959549,209.959549,
2017-05-16,2017-05-03,0,519.157859,519.157859,
2018-01-22,2018-01-15,0,267.967106,267.967106,
2018-01-30,2018-01-11,0,260.120162,260.120162,
2017-06-27,2017-06-19,0,477.098461,477.098461,
2017-05-09,2017-04-27,0,526.316146,526.316146,
2017-08-23,2017-08-08,0,419.87735,419.87735,
2018-01-03,2017-12-27,0,286.828623,286.828623,
2018-03-26,2018-03-13,0,204.820613,204.820613,
2017-08-18,2017-08-16,0,425.032546,425.032546,
2018-01-08,2018-01-04,0,282.032049,282.032049,
2018-03-23,2018-02-22,0,208.243727,208.243727,
2017-12-07,2017-11-25,0,313.861991,313.861991,
2017-12-27,2017-12-20,0,293.892847,293.892847,
2018-03-19,2018-03-11,0,211.788623,211.788623,
2017-09-18,2017-08-28,0,393.963356,393.963356,
2018-01-26,2018-01-16,0,263.755081,263.755081,
2017-11-28,2017-11-14,0,323.075556,323.075556,
2018-02-21,2018-02-19,0,238.024016,238.024016,
2018-02-26,2018-02-13,0,232.829028,232.829028,
2018-02-07,2018-01-16,0,251.896933,251.896933,
2017-11-20,2017-10-19,0,330.80456,330.80456,
2018-04-13,2018-04-07,0,186.97191,186.97191,
2017-07-05,2017-06-29,0,469.016933,469.016933,
2017-05-15,2017-05-05,0,520.116713,520.116713,
2017-12-15,2017-12-09,0,305.820602,305.820602,
2018-02-22,2018-02-16,0,236.893981,236.893981,
2018-02-14,2018-01-30,0,245.046343,245.046343,
2018-02-15,2018-01-21,0,243.965972,243.965972,
2017-10-09,2017-10-05,0,373.063137,373.063137,
2018-01-18,2018-01-16,0,271.943044,271.943044,
2017-11-10,2017-10-28,0,341.148356,341.148356,
2017-05-08,2017-04-24,0,527.166991,527.166991,
2017-11-22,2017-11-08,0,329.173507,329.173507,
2018-01-13,2017-12-28,0,277.191412,277.191412,
2017-02-21,2017-02-08,0,603.015,603.015,
2018-02-21,2018-02-19,0,237.931123,237.931123,
2017-03-28,2017-03-03,0,568.0039,568.0039,
2017-12-07,2017-11-24,0,313.953079,313.953079,
2017-12-11,2017-11-30,0,309.953692,309.953692,
2018-01-17,2018-01-12,0,272.793299,272.793299,
2017-11-29,2017-11-08,0,322.13956,322.13956,
2017-12-17,2017-12-08,0,304.053183,304.053183,
2018-02-17,2018-02-03,0,242.702407,242.702407,
2018-04-10,2018-03-11,0,189.865718,189.865718,
2018-02-24,2018-02-07,0,235.116562,235.116562,
2017-05-08,2017-04-30,0,527.205914,527.205914,
2017-07-20,2017-07-11,0,453.953137,453.953137,
2017-11-17,2017-11-06,0,334.000845,334.000845,
2017-10-09,2017-09-24,0,372.864016,372.864016,
2017-03-03,2017-02-14,0,593.129769,593.129769,
2017-10-16,2017-10-09,0,366.030081,366.030081,
